YearBuilt,ExteriorCondition,GarageCondition,LotArea,FullBath,SalePrice,Fireplaces,TotalRooms,Street,HouseStyle,GarageType,Neighborhood,Latitude,Longitude
1998,Good,Typical,4500,2,153500,0,5,Pave,One_Story,Attchd,Mitchell,41.99315,-93.608195
1998,Typical,Typical,4500,2,164000,0,5,Pave,One_Story,Attchd,Mitchell,41.993173,-93.608195
1998,Typical,Typical,4500,2,162000,0,5,Pave,One_Story,Attchd,Mitchell,41.993128,-93.608196
1958,Good,Typical,8010,1,143500,0,6,Pave,One_Story,Detchd,North_Ames,42.038509,-93.608196
1997,Typical,Typical,4500,2,160500,0,4,Pave,One_Story,Attchd,Mitchell,41.993059,-93.608197
1999,Typical,Typical,4500,2,165000,0,5,Pave,One_Story,Attchd,Mitchell,41.992122,-93.60821
1953,Typical,Typical,8892,1,116000,0,5,Pave,One_Story,Attchd,North_Ames,42.03807,-93.608219
1999,Typical,Typical,11875,2,166500,1,7,Pave,One_Story,Attchd,Mitchell,41.991004,-93.608223
1957,Typical,Typical,7407,1,149700,0,6,Pave,One_Story,Attchd,Old_Town,42.03005,-93.608246
1945,Good,No_Garage,3880,1,110500,0,4,Pave,One_Story,No_Garage,Old_Town,42.0318018,-93.6082631
1997,Good,Typical,8940,2,209200,0,8,Pave,SFoyer,Attchd,Mitchell,41.99338,-93.608267
1952,Typical,Typical,8712,1,55993,0,4,Grvl,One_Story,Basment,Iowa_DOT_and_Rail_Road,42.021327,-93.608271
1940,Typical,Typical,12508,2,160000,0,7,Pave,One_and_Half_Fin,Attchd,Mitchell,41.98658,-93.608291
1997,Good,Typical,7020,2,215000,0,8,Pave,SFoyer,Attchd,Mitchell,41.99329,-93.608343
1997,Good,Typical,7060,2,206300,0,8,Pave,SFoyer,Attchd,Mitchell,41.993335,-93.608343
1960,Fair,Typical,21750,1,115000,1,9,Pave,One_Story,Attchd,Mitchell,41.992193,-93.608359
2004,Typical,Typical,10114,2,173500,0,7,Pave,One_Story,Attchd,Mitchell,41.990934,-93.608372
1959,Typical,Typical,7332,1,120000,0,4,Pave,One_Story,Attchd,North_Ames,42.038497,-93.608422
1900,Typical,Typical,9000,1,135000,1,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.033385,-93.60861
1890,Good,Typical,10800,1,159500,0,8,Pave,Two_Story,Detchd,Old_Town,42.026089,-93.608678
1977,Typical,Typical,17400,2,160000,1,5,Pave,One_Story,Attchd,Mitchell,41.9887374,-93.6086884
1890,Typical,Typical,8820,1,124900,0,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.027062,-93.608704
1920,Typical,Typical,5400,1,119000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.0272,-93.608707
1885,Typical,Typical,11340,2,122500,0,11,Pave,Two_Story,Detchd,Old_Town,42.02916,-93.608752
1920,Fair,Poor,11340,1,55000,0,5,Pave,Two_Story,Detchd,Old_Town,42.029209,-93.608752
1954,Typical,Typical,7227,1,105500,0,4,Pave,One_and_Half_Unf,Detchd,North_Ames,42.034789,-93.608765
1920,Typical,Typical,7404,1,80000,0,5,Pave,One_Story,Detchd,Old_Town,42.032048,-93.608829
1924,Good,Typical,6000,1,139000,0,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.032267,-93.608833
1950,Excellent,Typical,6000,1,129500,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.033381,-93.608866
1948,Typical,Typical,6000,1,115000,0,5,Pave,One_Story,Detchd,Old_Town,42.033435,-93.608867
1948,Good,Typical,6000,1,120000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.033489,-93.608868
1948,Typical,Typical,12000,1,147000,0,6,Pave,One_Story,Attchd,Old_Town,42.033571,-93.60887
1910,Fair,No_Garage,9045,2,76500,0,12,Pave,Two_Story,No_Garage,Old_Town,42.028083,-93.608878
1926,Good,Typical,5400,2,152000,0,5,Pave,One_Story,Detchd,Old_Town,42.0282,-93.608882
1923,Typical,Fair,11340,1,125000,0,7,Pave,One_Story,Detchd,Old_Town,42.028963,-93.608901
1954,Typical,Typical,7200,1,127500,0,6,Pave,One_and_Half_Fin,Attchd,North_Ames,42.034686,-93.608903
1949,Typical,Typical,7200,2,90000,0,6,Pave,One_Story,Detchd,North_Ames,42.035841,-93.608903
1950,Typical,Typical,7200,1,109500,0,5,Pave,One_Story,Detchd,North_Ames,42.035996,-93.608903
1950,Typical,Typical,7200,1,109900,0,4,Pave,One_Story,Detchd,North_Ames,42.036099,-93.608904
1950,Typical,Typical,7200,1,98300,0,7,Pave,One_Story,Detchd,North_Ames,42.037104,-93.608909
1965,Typical,Typical,8658,2,160000,1,6,Pave,One_Story,Attchd,North_Ames,42.040944,-93.608909
1950,Typical,Typical,7200,1,138000,0,7,Pave,One_and_Half_Fin,Attchd,North_Ames,42.037233,-93.60891
1957,Typical,Typical,10454,1,135000,0,5,Pave,One_Story,Detchd,North_Ames,42.038349,-93.608927
1945,Typical,Typical,9576,1,120000,0,5,Pave,One_and_Half_Fin,Detchd,Old_Town,42.030368,-93.608938
1929,Typical,Typical,5500,1,130000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.03128,-93.608954
1950,Typical,Typical,8544,2,92900,0,6,Pave,One_Story,Detchd,North_Ames,42.035712,-93.608977
1966,Typical,Typical,13400,1,159950,1,6,Pave,SLvl,Attchd,North_Ames,42.040811,-93.608984
1950,Typical,Typical,8544,2,93500,0,6,Pave,One_Story,Detchd,North_Ames,42.034662,-93.609053
1949,Typical,Typical,8544,2,87500,0,6,Pave,One_Story,Detchd,North_Ames,42.03471,-93.609053
1950,Typical,Fair,8544,2,81400,0,6,Pave,One_Story,Detchd,North_Ames,42.034805,-93.609053
1950,Typical,Typical,12144,1,147500,0,6,Pave,One_and_Half_Fin,Detchd,North_Ames,42.036098,-93.609054
1949,Typical,Typical,12144,1,133000,1,6,Pave,One_Story,Attchd,North_Ames,42.037129,-93.609059
1957,Typical,Typical,7100,1,129900,0,5,Pave,One_Story,Detchd,North_Ames,42.038297,-93.609073
1938,Typical,Typical,6900,1,119000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.0303113,-93.6090761
1961,Typical,Typical,8700,1,120000,0,5,Pave,One_Story,Attchd,North_Ames,42.039983,-93.609148
1952,Fair,Typical,8520,2,166000,0,6,Pave,One_and_Half_Fin,Detchd,North_Ames,42.0347571,-93.609218
1957,Good,Typical,8712,1,153000,0,5,Pave,One_Story,Detchd,North_Ames,42.039047,-93.609226
1962,Typical,Typical,9786,1,159000,1,7,Pave,One_and_Half_Fin,Attchd,North_Ames,42.040081,-93.60942
1993,Typical,Typical,14115,1,143000,0,5,Pave,One_and_Half_Fin,Attchd,Mitchell,41.986502,-93.609453
1948,Typical,Typical,8100,1,153500,0,5,Pave,One_Story,Detchd,Old_Town,42.0277574,-93.6094532
1926,Typical,Typical,5700,1,116900,1,5,Pave,One_and_Half_Fin,Detchd,Old_Town,42.0287814,-93.6096482
1920,Typical,No_Garage,5976,2,93500,0,8,Pave,Two_Story,No_Garage,Old_Town,42.027992,-93.609665
1872,Good,No_Garage,5250,2,122000,0,8,Pave,Two_Story,No_Garage,Old_Town,42.0288284,-93.6096888
1949,Typical,Typical,10800,2,133500,0,6,Pave,One_and_Half_Fin,Detchd,North_Ames,42.0347542,-93.609945
1893,Excellent,Typical,13500,3,325000,1,9,Pave,Two_and_Half_Unf,Detchd,Old_Town,42.028397,-93.610008
1920,Good,Typical,9000,1,143000,0,7,Pave,Two_Story,Detchd,Old_Town,42.028556,-93.610044
2007,Typical,No_Garage,8402,1,147000,0,6,Pave,One_Story,No_Garage,Mitchell,41.990054,-93.610102
1954,Typical,Typical,21750,1,113000,0,4,Pave,One_Story,Attchd,Mitchell,41.988675,-93.610109
1953,Typical,Typical,43500,1,130000,0,9,Pave,One_Story,More_Than_Two_Types,Mitchell,41.992318,-93.610118
2007,Typical,No_Garage,9278,1,146000,0,5,Pave,One_Story,No_Garage,Mitchell,41.990054,-93.610145
1951,Fair,Typical,31250,1,81500,0,6,Pave,One_Story,Attchd,Mitchell,41.99222,-93.610268
1962,Typical,Typical,9510,1,147000,0,6,Pave,One_Story,Attchd,North_Ames,42.040297,-93.610278
1921,Typical,Typical,7830,1,61500,0,3,Pave,One_Story,Detchd,Old_Town,42.031964,-93.610354
1969,Typical,Typical,9671,2,190000,0,12,Pave,Two_Story,Attchd,North_Ames,42.0417879,-93.610355
1892,Good,Typical,22950,2,475000,2,12,Pave,Two_and_Half_Fin,Detchd,Old_Town,42.029025,-93.610438
1948,Good,Typical,11851,1,129000,1,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.030383,-93.610466
1920,Typical,Typical,8239,1,100000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.030467,-93.610468
1938,Typical,Typical,5784,1,91300,0,4,Pave,One_Story,Attchd,Old_Town,42.030523,-93.610469
1900,Typical,Typical,9639,2,137000,0,7,Pave,Two_Story,Detchd,Old_Town,42.030579,-93.61047
1964,Typical,Typical,7800,1,115000,0,5,Pave,One_Story,Attchd,North_Ames,42.040148,-93.610501
1949,Typical,No_Garage,10800,1,135000,0,6,Pave,One_and_Half_Fin,No_Garage,North_Ames,42.035782,-93.610503
1968,Typical,Typical,8300,1,128500,0,5,Pave,One_Story,Attchd,North_Ames,42.040146,-93.610561
1882,Good,Typical,17671,1,168000,1,8,Pave,Two_Story,Attchd,Old_Town,42.028104,-93.610582
1900,Typical,Typical,8400,2,160000,0,8,Pave,Two_Story,Detchd,Old_Town,42.029001,-93.610588
1915,Good,Typical,10800,2,139000,0,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.029146,-93.610588
1967,Typical,Typical,11500,1,163000,1,6,Pave,One_Story,Attchd,North_Ames,42.040295,-93.610588
1948,Typical,Typical,8064,2,138000,0,5,Pave,One_and_Half_Fin,Detchd,North_Ames,42.034811,-93.610604
1948,Typical,Typical,8064,1,135000,0,6,Pave,One_and_Half_Fin,Detchd,North_Ames,42.034858,-93.610605
1949,Good,Typical,8064,1,122900,1,6,Pave,One_and_Half_Fin,Detchd,North_Ames,42.035733,-93.610609
1950,Typical,Typical,8064,1,128500,0,5,Pave,One_and_Half_Fin,Detchd,North_Ames,42.035787,-93.61061
1948,Typical,Typical,8064,1,132000,0,5,Pave,One_and_Half_Fin,Detchd,North_Ames,42.035867,-93.61061
1948,Typical,Typical,11664,1,119200,1,5,Pave,One_Story,Detchd,North_Ames,42.035921,-93.610611
1949,Typical,Typical,10496,2,143000,1,7,Pave,One_and_Half_Fin,Attchd,North_Ames,42.037329,-93.610623
1969,Typical,Typical,11643,2,200000,0,12,Pave,Two_Story,Detchd,North_Ames,42.04124,-93.610649
1968,Typical,Typical,10180,1,139000,1,5,Pave,One_Story,Attchd,North_Ames,42.040142,-93.610663
1945,Typical,Typical,10930,1,140000,1,6,Pave,One_and_Half_Fin,Attchd,North_Ames,42.035893,-93.61076
1929,Fair,Typical,10914,1,68000,0,4,Pave,One_Story,Detchd,North_Ames,42.037097,-93.610772
1970,Typical,Typical,12155,2,163500,1,7,Pave,One_Story,Attchd,North_Ames,42.042728,-93.610875
1890,Typical,No_Garage,5914,1,95000,0,5,Pave,One_and_Half_Fin,No_Garage,Old_Town,42.0303597,-93.6112887
1955,Typical,Typical,7200,1,107500,1,5,Pave,One_Story,Detchd,North_Ames,42.038521,-93.611642
1915,Excellent,Typical,7200,2,155500,1,7,Pave,Two_Story,Detchd,Old_Town,42.0367836,-93.6116427
1980,Typical,Typical,6979,0,144000,0,4,Pave,SFoyer,Detchd,Old_Town,42.0372097,-93.6116762
1960,Typical,Typical,9100,1,120000,1,6,Pave,One_Story,Attchd,North_Ames,42.045669,-93.611697
1940,Typical,No_Garage,5400,1,59000,0,4,Pave,One_Story,No_Garage,Old_Town,42.0347572,-93.6117397
1920,Typical,Typical,5400,1,105000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.0347398,-93.61203
1879,Good,Typical,13500,2,185000,1,8,Pave,Two_and_Half_Unf,Attchd,Old_Town,42.02819,-93.612061
1955,Good,Typical,8400,1,116900,2,5,Pave,One_Story,Attchd,North_Ames,42.0384781,-93.612075
1910,Typical,Typical,7200,2,133900,1,9,Pave,Two_and_Half_Unf,Detchd,Old_Town,42.027154,-93.612191
1890,Good,Typical,9000,3,240000,0,7,Pave,Two_Story,Detchd,Old_Town,42.028145,-93.61221
1905,Typical,Typical,10800,2,163000,1,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.029084,-93.612239
1900,Good,Typical,7008,1,86900,0,5,Pave,One_and_Half_Fin,Attchd,Old_Town,42.037041,-93.612239
1900,Good,Typical,8146,1,114000,0,6,Pave,Two_Story,Detchd,Old_Town,42.037328,-93.612241
1880,Typical,Typical,11700,1,265979,1,8,Pave,Two_Story,Detchd,Old_Town,42.029305,-93.612245
1956,Typical,Typical,13300,1,132000,0,4,Pave,One_Story,Attchd,North_Ames,42.038545,-93.612252
1900,Typical,No_Garage,10800,2,106250,0,7,Pave,Two_Story,No_Garage,Old_Town,42.035222,-93.612253
1920,Typical,Typical,10800,1,106000,0,4,Pave,One_Story,Detchd,Old_Town,42.035257,-93.612253
1890,Typical,Typical,10800,1,78500,0,4,Pave,One_Story,Detchd,Old_Town,42.03528,-93.612254
1956,Typical,Typical,13300,1,159000,0,6,Pave,One_Story,Attchd,North_Ames,42.039351,-93.612263
1957,Typical,Typical,8838,2,100000,1,7,Pave,One_Story,Attchd,North_Ames,42.039445,-93.612264
1922,Typical,Typical,10836,1,139000,1,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.035938,-93.612265
1910,Typical,Typical,10818,1,80000,1,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.035857,-93.612266
1940,Typical,Typical,5400,1,86900,0,4,Pave,One_Story,Detchd,Old_Town,42.035723,-93.612269
1955,Typical,Typical,12198,1,130000,1,7,Pave,One_Story,Attchd,North_Ames,42.04302,-93.612301
1957,Typical,Typical,9736,1,174850,3,8,Pave,One_Story,Attchd,North_Ames,42.043952,-93.612347
1939,Good,Typical,10800,2,149000,0,7,Pave,Two_Story,Detchd,Old_Town,42.037144,-93.61239
1958,Good,Typical,9464,1,136000,0,5,Pave,One_Story,Attchd,North_Ames,42.042023,-93.612394
1955,Typical,Fair,10434,1,115000,1,5,Pave,One_Story,Detchd,North_Ames,42.038398,-93.6124
1955,Typical,Typical,7134,1,130000,1,6,Pave,SLvl,Detchd,North_Ames,42.03846,-93.612401
1900,Fair,Fair,10800,2,160000,1,10,Pave,One_and_Half_Fin,Attchd,Old_Town,42.035277,-93.612404
1956,Good,Typical,8540,1,127000,0,5,Pave,One_Story,Detchd,North_Ames,42.039482,-93.612414
1927,Typical,Fair,10800,2,64500,0,5,Pave,One_Story,Detchd,Old_Town,42.035779,-93.612418
1955,Typical,Typical,7150,1,115000,0,7,Pave,One_and_Half_Fin,Detchd,North_Ames,42.03837,-93.61245
1957,Typical,Typical,10011,1,134450,1,6,Pave,One_Story,Attchd,North_Ames,42.042905,-93.612462
1956,Typical,Typical,7700,1,127000,0,6,Pave,SLvl,Detchd,North_Ames,42.039387,-93.612464
1958,Typical,Typical,9610,1,162000,1,7,Pave,One_Story,Attchd,North_Ames,42.044254,-93.612566
1910,Typical,Fair,3600,1,114504,0,7,Pave,Two_Story,Detchd,Old_Town,42.0281148,-93.6127958
1960,Typical,Typical,11600,1,145250,0,7,Pave,One_Story,Attchd,North_Ames,42.044975,-93.612886
1953,Typical,Typical,6000,1,93000,0,4,Pave,One_Story,Detchd,Old_Town,42.0310603,-93.6129105
1957,Typical,Typical,11988,1,150000,2,6,Pave,One_Story,Attchd,North_Ames,42.044218,-93.613046
1917,Typical,Typical,3600,1,119000,1,5,Pave,Two_Story,Attchd,Old_Town,42.0281106,-93.6130761
1957,Typical,Typical,11900,1,166000,2,6,Pave,One_Story,Attchd,North_Ames,42.0438199,-93.613077
1958,Typical,Typical,13200,1,166800,1,5,Pave,One_Story,Attchd,North_Ames,42.044304,-93.613222
1957,Typical,Typical,14850,1,141000,1,6,Pave,One_Story,Attchd,North_Ames,42.043626,-93.613296
1956,Typical,No_Garage,5500,1,103200,0,4,Pave,One_and_Half_Unf,No_Garage,Old_Town,42.0380982,-93.6133009
1960,Typical,Typical,9300,1,167500,2,6,Pave,One_Story,Attchd,North_Ames,42.044176,-93.613301
1954,Good,Typical,5400,1,117000,0,4,Pave,One_Story,Detchd,Old_Town,42.0371796,-93.6133726
1956,Typical,Typical,10425,1,133000,0,5,Pave,One_Story,Attchd,North_Ames,42.042304,-93.613383
1957,Typical,Typical,9770,1,116000,0,5,Pave,One_Story,Attchd,North_Ames,42.043233,-93.613457
1956,Typical,Typical,11050,1,133500,1,6,Pave,One_Story,Attchd,North_Ames,42.038602,-93.613491
1956,Typical,Typical,8382,1,108000,0,5,Pave,One_and_Half_Fin,Attchd,North_Ames,42.042308,-93.613624
1955,Typical,Typical,13600,1,125000,0,6,Pave,One_Story,Attchd,North_Ames,42.0383475,-93.6136767
1920,Typical,Typical,7200,1,157000,0,8,Pave,Two_Story,Detchd,Old_Town,42.027953,-93.613763
1914,Typical,No_Garage,6300,2,128000,1,9,Pave,Two_and_Half_Unf,No_Garage,Old_Town,42.02813,-93.613845
1945,Typical,No_Garage,12366,1,51689,0,5,Pave,One_Story,No_Garage,Iowa_DOT_and_Rail_Road,42.019349,-93.61385
1930,Typical,Poor,6060,1,124900,0,5,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.021555,-93.613886
1898,Typical,Poor,8100,2,106000,0,11,Pave,Two_and_Half_Unf,Detchd,Old_Town,42.028957,-93.613887
1914,Typical,Typical,10800,1,163000,2,6,Pave,Two_and_Half_Unf,Detchd,Old_Town,42.029136,-93.613889
1910,Good,Typical,7200,2,156500,0,5,Pave,Two_Story,Detchd,Old_Town,42.034574,-93.613899
1936,Typical,Typical,10800,2,170000,1,7,Pave,One_and_Half_Fin,Attchd,Old_Town,42.034761,-93.613899
1920,Typical,Typical,5400,1,86000,0,4,Pave,One_Story,Detchd,Old_Town,42.034878,-93.613899
1920,Typical,Typical,10800,1,120000,1,5,Pave,One_Story,Detchd,Old_Town,42.0358,-93.6139
1895,Good,No_Garage,10800,1,148000,0,6,Pave,Two_Story,No_Garage,Old_Town,42.035854,-93.6139
1905,Typical,Typical,7614,1,96900,0,7,Pave,Two_Story,Detchd,Old_Town,42.030267,-93.613905
1921,Typical,Typical,5400,1,108480,0,4,Pave,One_Story,Detchd,Old_Town,42.037001,-93.613965
1920,Typical,No_Garage,5400,1,120000,1,5,Pave,One_Story,No_Garage,Old_Town,42.032161,-93.613969
1956,Typical,Typical,10152,1,135000,0,6,Pave,One_Story,Attchd,North_Ames,42.0426969,-93.613983
1915,Good,Typical,5790,2,107400,0,8,Pave,Two_Story,Detchd,Old_Town,42.033279,-93.614002
1880,Typical,Poor,9000,1,124000,0,8,Pave,Two_Story,Detchd,Old_Town,42.033623,-93.614011
1915,Typical,Typical,10410,1,105000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.034574,-93.614049
1915,Typical,Typical,10410,2,142900,1,8,Pave,One_and_Half_Fin,Detchd,Old_Town,42.034668,-93.614049
1924,Typical,Fair,9022,1,109500,0,5,Pave,One_Story,Detchd,Old_Town,42.036015,-93.614049
1958,Typical,Typical,12400,1,155000,0,6,Pave,One_Story,Attchd,North_Ames,42.044914,-93.614059
1968,Typical,Typical,13560,1,110000,2,5,Pave,One_Story,Attchd,North_Ames,42.04579,-93.614216
1959,Typical,Typical,10032,1,159500,2,6,Pave,One_Story,Attchd,North_Ames,42.0435919,-93.614241
1966,Typical,Typical,16492,2,190000,1,6,Pave,One_Story,Attchd,North_Ames,42.047447,-93.614244
1956,Typical,Typical,10152,1,153000,1,6,Pave,One_Story,Attchd,North_Ames,42.0427,-93.614251
1970,Typical,Typical,19900,2,180000,1,7,Pave,One_Story,Attchd,North_Ames,42.049514,-93.614307
1930,Good,Fair,10410,1,99800,0,5,Pave,One_Story,Detchd,Old_Town,42.0378602,-93.6143498
1916,Typical,Fair,10410,2,135000,0,8,Pave,One_and_Half_Fin,Detchd,Old_Town,42.037679,-93.6144209
1956,Typical,Typical,10400,1,144000,2,6,Pave,One_Story,Attchd,North_Ames,42.043238,-93.614543
1950,Typical,Typical,7200,1,105000,0,5,Pave,One_Story,Detchd,Old_Town,42.0330459,-93.6145858
1920,Typical,Typical,4400,1,116000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.032305,-93.614615
1968,Good,Typical,13000,2,193500,1,8,Pave,Two_Story,Attchd,North_Ames,42.04806,-93.614619
1958,Typical,Typical,5470,1,99900,0,4,Pave,One_Story,Attchd,Old_Town,42.0380659,-93.6146206
1958,Typical,Typical,9600,2,139000,1,6,Pave,One_Story,Attchd,North_Ames,42.045473,-93.614751
1956,Typical,Typical,8750,1,120000,0,6,Pave,One_Story,Attchd,North_Ames,42.04297,-93.614768
1956,Typical,Typical,9000,1,139000,1,6,Pave,One_Story,Attchd,North_Ames,42.042187,-93.614856
1910,Typical,No_Garage,3300,1,58500,1,5,Pave,One_Story,No_Garage,Old_Town,42.0276972,-93.6148612
1960,Typical,Typical,12285,1,176000,2,5,Pave,One_Story,Attchd,North_Ames,42.043991,-93.61488
1959,Typical,Typical,12160,1,142000,0,6,Pave,One_Story,Attchd,North_Ames,42.044052,-93.614882
1949,Typical,Typical,9000,0,35311,0,4,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.019099,-93.615012
1951,Fair,No_Garage,9000,2,115000,0,8,Pave,One_and_Half_Fin,No_Garage,Iowa_DOT_and_Rail_Road,42.019099,-93.615024
1910,Typical,Typical,6756,1,78000,0,5,Pave,One_Story,Detchd,Old_Town,42.030406,-93.615031
1957,Typical,Typical,6565,1,140000,0,6,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.0214218,-93.6150637
1959,Typical,Typical,10725,1,108538,0,6,Pave,One_Story,Attchd,North_Ames,42.044883,-93.61513
1920,Good,Typical,7500,1,68400,0,6,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.021456,-93.615272
1958,Typical,Typical,9750,1,157900,0,7,Pave,One_Story,Attchd,North_Ames,42.043946,-93.615281
1920,Typical,Typical,11040,1,108000,0,7,Pave,One_and_Half_Fin,CarPort,Iowa_DOT_and_Rail_Road,42.019025,-93.615307
1916,Typical,Typical,8850,1,144000,1,7,Pave,Two_and_Half_Unf,Detchd,Old_Town,42.027953,-93.615337
1910,Typical,Typical,6300,2,155000,0,9,Pave,Two_and_Half_Unf,Detchd,Old_Town,42.028951,-93.615361
1900,Typical,Typical,5000,1,79000,0,6,Pave,One_and_Half_Fin,Attchd,Old_Town,42.029281,-93.615365
1910,Typical,No_Garage,10134,1,103000,0,6,Pave,One_and_Half_Fin,No_Garage,Old_Town,42.030282,-93.615381
1925,Typical,Typical,10200,1,75000,0,4,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.020002,-93.615395
1895,Typical,Typical,5280,1,89000,0,6,Pave,Two_Story,Detchd,Iowa_DOT_and_Rail_Road,42.021162,-93.615426
1945,Good,Typical,4608,1,80000,0,4,Pave,One_Story,Attchd,Old_Town,42.033644,-93.615431
1885,Typical,Fair,10800,1,100000,0,6,Pave,One_Story,Detchd,Old_Town,42.033405,-93.615432
1940,Typical,Typical,7200,1,130000,2,5,Pave,One_Story,Detchd,Old_Town,42.032343,-93.615446
1940,Good,Typical,7200,1,119000,2,4,Pave,One_Story,Attchd,Old_Town,42.032391,-93.615446
1940,Typical,Typical,10800,2,155000,2,8,Pave,One_and_Half_Fin,Detchd,Old_Town,42.032272,-93.615447
1925,Typical,Typical,10230,1,125000,0,6,Pave,One_Story,Detchd,Old_Town,42.036002,-93.615465
1941,Typical,Typical,21299,1,167000,3,7,Pave,One_Story,More_Than_Two_Types,North_Ames,42.040276,-93.61547
1951,Typical,Typical,15428,1,142000,0,4,Pave,One_Story,Attchd,North_Ames,42.038836,-93.615474
1920,Typical,Typical,7898,1,105000,0,4,Pave,One_Story,Detchd,North_Ames,42.038443,-93.615475
1948,Typical,Typical,10122,1,89900,0,3,Pave,One_Story,Detchd,Old_Town,42.037302,-93.615484
1925,Good,Typical,7506,1,114000,0,5,Pave,One_and_Half_Fin,Detchd,Old_Town,42.037459,-93.615484
1940,Typical,Typical,10134,1,109000,0,5,Pave,One_and_Half_Fin,Detchd,Old_Town,42.03725,-93.615485
1972,Typical,Typical,13860,2,345000,3,9,Pave,SLvl,Attchd,North_Ames,42.049322,-93.615524
1965,Good,Typical,18450,2,129000,1,7,Pave,Two_Story,CarPort,North_Ames,42.046882,-93.615535
1925,Typical,Typical,10284,2,128500,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.0357,-93.615536
1965,Typical,Typical,13600,2,205000,3,7,Pave,Two_Story,Attchd,North_Ames,42.048724,-93.615558
1930,Good,Typical,3600,1,124500,1,6,Pave,Two_Story,Detchd,Old_Town,42.028847,-93.615578
1904,Typical,Typical,10440,2,157500,1,8,Pave,Two_Story,Detchd,Old_Town,42.033379,-93.615582
1910,Typical,Typical,10440,1,110000,0,5,Pave,Two_Story,Detchd,Old_Town,42.033273,-93.615583
1920,Good,Typical,10440,2,256000,2,8,Pave,One_and_Half_Fin,Detchd,Old_Town,42.032392,-93.615596
1910,Good,Typical,15660,1,130000,0,6,Pave,One_and_Half_Fin,Detchd,Old_Town,42.032202,-93.615598
1910,Typical,No_Garage,9900,2,129000,0,7,Pave,Two_Story,No_Garage,Old_Town,42.032108,-93.615599
1966,Good,Typical,14695,2,256000,2,5,Pave,One_Story,Attchd,North_Ames,42.048608,-93.615602
1966,Good,Typical,14670,2,227000,1,9,Pave,Two_Story,Attchd,North_Ames,42.046572,-93.615614
